year,round,team,points,w,d,l,gf,ga,gd,position
2014,24,Botafogo-RJ,26,7,5,12,25,29,-4,15
2014,24,Bahia,26,6,8,10,20,23,-3,16
2014,24,Palmeiras,25,7,4,13,20,36,-16,17
2014,24,Vitoria,24,6,6,12,24,33,-9,18
2014,24,Coritiba,23,5,8,11,22,24,-2,19
2014,24,Criciuma,23,5,8,11,12,31,-19,20
2014,25,Cruzeiro,53,16,5,4,49,25,24,1
2014,25,Internacional,47,14,5,6,35,20,15,2
2014,25,Sao Paulo,43,12,7,6,43,33,10,3
2014,25,Atletico-MG,43,12,7,6,35,26,9,4
2014,25,Gremio,43,12,7,6,21,14,7,5
2014,25,Fluminense,40,11,7,7,40,25,15,6
2014,25,Corinthians,40,10,10,5,29,18,11,7
2014,25,Santos,36,10,6,9,31,23,8,8
2014,25,Sport,36,10,6,9,21,28,-7,9
2014,25,Figueirense,32,9,5,11,24,34,-10,10
2014,25,Athletico-PR,31,8,7,10,28,33,-5,11
2014,25,Flamengo,31,8,7,10,23,31,-8,12
2014,25,Goias,30,8,6,11,23,26,-3,13
2014,25,Bahia,29,7,8,10,22,24,-2,14
2014,25,Chapecoense,28,7,7,11,21,27,-6,15
2014,25,Botafogo-RJ,26,7,5,13,25,31,-6,16
2014,25,Palmeiras,25,7,4,14,21,39,-18,17
2014,25,Vitoria,24,6,6,13,24,35,-11,18
2014,25,Criciuma,24,5,9,11,13,32,-19,19
2014,25,Coritiba,23,5,8,12,24,28,-4,20
2014,26,Cruzeiro,56,17,5,4,51,26,25,1
2014,26,Internacional,47,14,5,7,36,22,14,2
2014,26,Sao Paulo,46,13,7,6,44,33,11,3
2014,26,Atletico-MG,43,12,7,7,36,29,7,4
2014,26,Gremio,43,12,7,7,21,15,6,5
2014,26,Corinthians,43,11,10,5,32,18,14,6
2014,26,Fluminense,41,11,8,7,41,26,15,7
2014,26,Santos,39,11,6,9,32,23,9,8
2014,26,Sport,36,10,6,10,21,31,-10,9
2014,26,Goias,33,9,6,11,24,26,-2,10
2014,26,Figueirense,32,9,5,12,24,35,-11,11
2014,26,Athletico-PR,31,8,7,11,28,34,-6,12
2014,26,Flamengo,31,8,7,11,23,32,-9,13
2014,26,Bahia,30,7,9,10,23,25,-2,14
2014,26,Palmeiras,28,8,4,14,25,41,-16,15
2014,26,Chapecoense,28,7,7,12,23,31,-8,16
2014,26,Vitoria,27,7,6,13,26,36,-10,17
2014,26,Criciuma,27,6,9,11,16,33,-17,18
2014,26,Botafogo-RJ,26,7,5,14,26,33,-7,19
2014,26,Coritiba,26,6,8,12,25,28,-3,20
2014,27,Cruzeiro,56,17,5,5,51,27,24,1
2014,27,Sao Paulo,49,14,7,6,45,33,12,2
2014,27,Internacional,47,14,5,8,36,27,9,3
2014,27,Gremio,46,13,7,7,23,15,8,4
2014,27,Corinthians,46,12,10,5,33,18,15,5
2014,27,Atletico-MG,44,12,8,7,36,29,7,6
2014,27,Santos,42,12,6,9,33,23,10,7
2014,27,Fluminense,42,11,9,7,41,26,15,8
2014,27,Sport,36,10,6,11,21,33,-12,9
2014,27,Goias,34,9,7,11,26,28,-2,10
2014,27,Flamengo,34,9,7,11,25,33,-8,11
2014,27,Figueirense,32,9,5,13,25,37,-12,12
2014,27,Palmeiras,31,9,4,14,26,41,-15,13
2014,27,Chapecoense,31,8,7,12,28,31,-3,14
2014,27,Athletico-PR,31,8,7,12,28,35,-7,15
2014,27,Bahia,30,7,9,11,23,26,-3,16
2014,27,Coritiba,29,7,8,12,26,28,-2,17
2014,27,Vitoria,28,7,7,13,28,38,-10,18
2014,27,Criciuma,27,6,9,12,16,34,-18,19
2014,27,Botafogo-RJ,26,7,5,15,26,34,-8,20
2014,28,Cruzeiro,56,17,5,6,51,30,21,1
2014,28,Internacional,50,15,5,8,38,28,10,2
2014,28,Sao Paulo,49,14,7,7,45,34,11,3
2014,28,Atletico-MG,47,13,8,7,37,29,8,4
2014,28,Gremio,46,13,7,8,24,17,7,5
2014,28,Corinthians,46,12,10,6,33,19,14,6
2014,28,Santos,42,12,6,10,33,26,7,7
2014,28,Fluminense,42,11,9,8,42,28,14,8
2014,28,Goias,37,10,7,11,29,28,1,9
2014,28,Flamengo,37,10,7,11,28,33,-5,10
2014,28,Sport,36,10,6,12,22,35,-13,11
2014,28,Palmeiras,34,10,4,14,28,42,-14,12
2014,28,Chapecoense,34,9,7,12,29,31,-2,13
2014,28,Athletico-PR,34,9,7,12,31,35,-4,14
2014,28,Figueirense,32,9,5,14,25,40,-15,15
2014,28,Vitoria,31,8,7,13,30,39,-9,16
2014,28,Bahia,30,7,9,12,23,27,-4,17
2014,28,Criciuma,30,7,9,12,19,34,-15,18
2014,28,Botafogo-RJ,29,8,5,15,27,34,-7,19
2014,28,Coritiba,29,7,8,13,26,31,-5,20
2014,29,Cruzeiro,59,18,5,6,52,30,22,1
2014,29,Sao Paulo,52,15,7,7,47,35,12,2
2014,29,Internacional,50,15,5,9,39,30,9,3
2014,29,Atletico-MG,50,14,8,7,38,29,9,4
2014,29,Corinthians,49,13,10,6,35,20,15,5
2014,29,Gremio,47,13,8,8,24,17,7,6
2014,29,Santos,45,13,6,10,36,27,9,7
2014,29,Fluminense,45,12,9,8,46,30,16,8
2014,29,Goias,38,10,8,11,29,28,1,9
2014,29,Athletico-PR,37,10,7,12,33,36,-3,10
2014,29,Flamengo,37,10,7,12,29,35,-6,11
2014,29,Sport,37,10,7,12,23,36,-13,12
2014,29,Figueirense,35,10,5,14,29,40,-11,13
2014,29,Palmeiras,34,10,4,15,29,45,-16,14
2014,29,Chapecoense,34,9,7,13,29,32,-3,15
2014,29,Vitoria,31,8,7,14,30,40,-10,16
2014,29,Botafogo-RJ,30,8,6,15,28,35,-7,17
2014,29,Bahia,30,7,9,13,24,29,-5,18
2014,29,Criciuma,30,7,9,13,21,38,-17,19
2014,29,Coritiba,29,7,8,14,26,35,-9,20
2014,30,Cruzeiro,60,18,6,6,53,31,22,1
2014,30,Sao Paulo,53,15,8,7,47,35,12,2
2014,30,Corinthians,52,14,10,6,37,21,16,3
2014,30,Atletico-MG,51,14,9,7,39,30,9,4
2014,30,Internacional,50,15,5,10,39,32,7,5
2014,30,Gremio,50,14,8,8,25,17,8,6
2014,30,Fluminense,48,13,9,8,47,30,17,7
2014,30,Santos,45,13,6,11,36,28,8,8
2014,30,Goias,41,11,8,11,30,28,2,9
2014,30,Athletico-PR,40,11,7,12,34,36,-2,10
2014,30,Flamengo,40,11,7,12,31,35,-4,11
2014,30,Sport,37,10,7,13,23,37,-14,12
2014,30,Figueirense,35,10,5,15,29,41,-12,13
2014,30,Palmeiras,35,10,5,15,30,46,-16,14
2014,30,Chapecoense,35,9,8,13,29,32,-3,15
2014,30,Coritiba,32,8,8,14,28,35,-7,16
2014,30,Vitoria,31,8,7,15,31,42,-11,17
2014,30,Bahia,31,7,10,13,25,30,-5,18
2014,30,Botafogo-RJ,30,8,6,16,28,37,-9,19
2014,30,Criciuma,30,7,9,14,21,39,-18,20
2014,31,Cruzeiro,61,18,7,6,54,32,22,1
2014,31,Sao Paulo,56,16,8,7,50,35,15,2
2014,31,Atletico-MG,54,15,9,7,42,32,10,3
2014,31,Internacional,53,16,5,10,41,32,9,4
2014,31,Corinthians,53,14,11,6,38,22,16,5
2014,31,Fluminense,51,14,9,8,49,31,18,6
2014,31,Gremio,51,14,9,8,26,18,8,7
2014,31,Santos,46,13,7,11,37,29,8,8
2014,31,Goias,41,11,8,12,30,31,-1,9
2014,31,Athletico-PR,40,11,7,13,35,38,-3,10
2014,31,Flamengo,40,11,7,13,32,37,-5,11
2014,31,Sport,37,10,7,14,25,40,-15,12
2014,31,Figueirense,36,10,6,15,30,42,-12,13
2014,31,Palmeiras,36,10,6,15,31,47,-16,14
2014,31,Chapecoense,36,9,9,13,30,33,-3,15
2014,31,Vitoria,34,9,7,15,34,43,-9,16
2014,31,Botafogo-RJ,33,9,6,16,30,38,-8,17
2014,31,Coritiba,33,8,9,14,29,36,-7,18
2014,31,Bahia,31,7,10,14,25,32,-7,19
2014,31,Criciuma,30,7,9,15,22,42,-20,20
2014,32,Cruzeiro,64,19,7,6,56,33,23,1
2014,32,Sao Paulo,59,17,8,7,52,36,16,2
2014,32,Internacional,56,17,5,10,43,33,10,3
2014,32,Fluminense,54,15,9,8,51,31,20,4
2014,32,Atletico-MG,54,15,9,8,42,33,9,5
2014,32,Gremio,54,15,9,8,27,18,9,6
2014,32,Corinthians,54,14,12,6,40,24,16,7
2014,32,Santos,46,13,7,12,38,31,7,8
2014,32,Athletico-PR,43,12,7,13,36,38,-2,9
2014,32,Flamengo,43,12,7,13,35,37,-2,10
2014,32,Goias,41,11,8,13,30,33,-3,11
2014,32,Sport,40,11,7,14,26,40,-14,12
2014,32,Palmeiras,39,11,6,15,32,47,-15,13
2014,32,Figueirense,36,10,6,16,30,43,-13,14
2014,32,Chapecoense,36,9,9,14,30,36,-6,15
2014,32,Vitoria,34,9,7,16,34,44,-10,16
2014,32,Coritiba,34,8,10,14,31,38,-7,17
2014,32,Botafogo-RJ,33,9,6,17,31,40,-9,18
2014,32,Bahia,31,7,10,15,25,33,-8,19
2014,32,Criciuma,30,7,9,16,23,44,-21,20
2014,33,Cruzeiro,67,20,7,6,59,34,25,1
2014,33,Sao Paulo,62,18,8,7,54,37,17,2
2014,33,Gremio,57,16,9,8,31,19,12,3
2014,33,Atletico-MG,57,16,9,8,44,33,11,4
2014,33,Corinthians,57,15,12,6,41,24,17,5
2014,33,Internacional,56,17,5,11,44,37,7,6
2014,33,Fluminense,54,15,9,9,51,32,19,7
2014,33,Santos,46,13,7,13,38,32,6,8
2014,33,Athletico-PR,46,13,7,13,38,38,0,9
2014,33,Goias,44,12,8,13,33,33,0,10
2014,33,Flamengo,44,12,8,13,37,39,-2,11
2014,33,Sport,41,11,8,14,28,42,-14,12
2014,33,Figueirense,39,11,6,16,31,43,-12,13
2014,33,Palmeiras,39,11,6,16,32,49,-17,14
2014,33,Coritiba,37,9,10,14,32,38,-6,15
2014,33,Chapecoense,36,9,9,15,30,37,-7,16
2014,33,Vitoria,34,9,7,17,35,46,-11,17
2014,33,Botafogo-RJ,33,9,6,18,31,42,-11,18
2014,33,Bahia,31,7,10,16,25,36,-11,19
2014,33,Criciuma,30,7,9,17,24,47,-23,20
2014,34,Cruzeiro,70,21,7,6,60,34,26,1
2014,34,Sao Paulo,63,18,9,7,55,38,17,2
2014,34,Gremio,60,17,9,8,34,19,15,3
2014,34,Corinthians,60,16,12,6,43,25,18,4
2014,34,Atletico-MG,58,16,10,8,45,34,11,5
2014,34,Internacional,57,17,6,11,45,38,7,6
2014,34,Fluminense,57,16,9,9,52,32,20,7
2014,34,Flamengo,47,13,8,13,40,41,-1,8
2014,34,Santos,46,13,7,14,38,33,5,9
2014,34,Athletico-PR,46,13,7,14,38,39,-1,10
2014,34,Goias,44,12,8,14,33,34,-1,11
2014,34,Sport,44,12,8,14,29,42,-13,12
2014,34,Figueirense,40,11,7,16,32,44,-12,13
2014,34,Palmeiras,39,11,6,17,32,51,-19,14
2014,34,Vitoria,37,10,7,17,36,46,-10,15
2014,34,Coritiba,37,9,10,15,34,41,-7,16
2014,34,Chapecoense,36,9,9,16,30,38,-8,17
2014,34,Botafogo-RJ,33,9,6,19,31,43,-12,18
2014,34,Bahia,31,7,10,17,26,38,-12,19
2014,34,Criciuma,30,7,9,18,24,50,-26,20
2014,35,Cruzeiro,73,22,7,6,62,35,27,1
2014,35,Sao Paulo,66,19,9,7,57,38,19,2
2014,35,Corinthians,63,17,12,6,44,25,19,3
2014,35,Atletico-MG,61,17,10,8,49,34,15,4
2014,35,Internacional,60,18,6,11,46,38,8,5
2014,35,Gremio,60,17,9,9,35,21,14,6
2014,35,Fluminense,57,16,9,10,53,36,17,7
2014,35,Santos,47,13,8,14,39,34,5,8
2014,35,Athletico-PR,47,13,8,14,39,40,-1,9
2014,35,Flamengo,47,13,8,14,40,45,-5,10
2014,35,Sport,47,13,8,14,31,42,-11,11
2014,35,Goias,44,12,8,15,33,35,-2,12
2014,35,Figueirense,43,12,7,16,33,44,-11,13
2014,35,Palmeiras,39,11,6,18,32,53,-21,14
2014,35,Chapecoense,39,10,9,16,34,39,-5,15
2014,35,Vitoria,38,10,8,17,37,47,-10,16
2014,35,Coritiba,38,9,11,15,35,42,-7,17
2014,35,Bahia,34,8,10,17,27,38,-11,18
2014,35,Botafogo-RJ,33,9,6,20,31,44,-13,19
2014,35,Criciuma,30,7,9,19,24,51,-27,20
2014,36,Cruzeiro,76,23,7,6,64,36,28,1
2014,36,Sao Paulo,69,20,9,7,58,38,20,2
2014,36,Corinthians,66,18,12,6,45,25,20,3
2014,36,Internacional,63,19,6,11,48,39,9,4
2014,36,Atletico-MG,61,17,10,9,50,36,14,5
2014,36,Gremio,60,17,9,10,35,22,13,6
2014,36,Fluminense,58,16,10,10,55,38,17,7
2014,36,Athletico-PR,50,14,8,14,41,41,0,8
2014,36,Flamengo,48,13,9,14,41,46,-5,9
2014,36,Sport,48,13,9,14,33,44,-11,10
2014,36,Santos,47,13,8,15,39,35,4,11
2014,36,Figueirense,46,13,7,16,35,44,-9,12
2014,36,Goias,44,12,8,16,34,37,-3,13
2014,36,Chapecoense,42,11,9,16,36,39,-3,14
2014,36,Coritiba,41,10,11,15,37,42,-5,15
2014,36,Palmeiras,39,11,6,19,32,55,-23,16
2014,36,Vitoria,38,10,8,18,37,49,-12,17
2014,36,Bahia,34,8,10,18,28,40,-12,18
2014,36,Botafogo-RJ,33,9,6,21,31,46,-15,19
2014,36,Criciuma,31,7,10,19,25,52,-27,20
2014,37,Cruzeiro,77,23,8,6,65,37,28,1
2014,37,Sao Paulo,70,20,10,7,59,39,20,2
2014,37,Internacional,66,20,6,11,51,40,11,3
2014,37,Corinthians,66,18,12,7,47,30,17,4
2014,37,Fluminense,61,17,10,10,60,40,20,5
2014,37,Atletico-MG,61,17,10,10,51,38,13,6
2014,37,Gremio,60,17,9,11,35,23,12,7
2014,37,Athletico-PR,53,15,8,14,42,41,1,8
2014,37,Flamengo,51,14,9,14,45,46,-1,9
2014,37,Santos,50,14,8,15,41,35,6,10
2014,37,Sport,49,13,10,14,35,46,-11,11
2014,37,Figueirense,47,13,8,16,36,45,-9,12
2014,37,Goias,44,12,8,17,34,38,-4,13
2014,37,Coritiba,44,11,11,15,39,43,-4,14
2014,37,Chapecoense,43,11,10,16,37,40,-3,15
2014,37,Palmeiras,39,11,6,20,33,58,-25,16
2014,37,Vitoria,38,10,8,19,37,53,-16,17
2014,37,Bahia,37,9,10,18,29,40,-11,18
2014,37,Botafogo-RJ,33,9,6,22,31,48,-17,19
2014,37,Criciuma,32,7,11,19,27,54,-27,20
2014,38,Cruzeiro,80,24,8,6,67,38,29,1
2014,38,Sao Paulo,70,20,10,8,59,40,19,2
2014,38,Internacional,69,21,6,11,53,41,12,3
2014,38,Corinthians,69,19,12,7,49,31,18,4
2014,38,Atletico-MG,62,17,11,10,51,38,13,5
2014,38,Fluminense,61,17,10,11,61,42,19,6
2014,38,Gremio,61,17,10,11,36,24,12,7
2014,38,Athletico-PR,54,15,9,14,43,42,1,8
2014,38,Santos,53,15,8,15,42,35,7,9
2014,38,Flamengo,52,14,10,14,46,47,-1,10
2014,38,Sport,52,14,10,14,36,46,-10,11
2014,38,Goias,47,13,8,17,38,40,-2,12
2014,38,Figueirense,47,13,8,17,37,47,-10,13
2014,38,Coritiba,47,12,11,15,42,45,-3,14
2014,38,Chapecoense,43,11,10,17,39,44,-5,15
2014,38,Palmeiras,40,11,7,20,34,59,-25,16
2014,38,Vitoria,38,10,8,20,37,54,-17,17
2014,38,Bahia,37,9,10,19,31,43,-12,18
2014,38,Botafogo-RJ,34,9,7,22,31,48,-17,19
2014,38,Criciuma,32,7,11,20,28,56,-28,20
2015,1,Sport,3,1,0,0,4,1,3,1
2015,1,Athletico-PR,3,1,0,0,3,0,3,2
2015,1,Sao Paulo,3,1,0,0,2,1,1,3
2015,1,Chapecoense,3,1,0,0,2,1,1,4
2015,1,Corinthians,3,1,0,0,1,0,1,5
2015,1,Fluminense,3,1,0,0,1,0,1,6
2015,1,Gremio,1,0,1,0,3,3,0,7
2015,1,Ponte Preta,1,0,1,0,3,3,0,8
2015,1,Atletico-MG,1,0,1,0,2,2,0,9
2015,1,Palmeiras,1,0,1,0,2,2,0,10
2015,1,Santos,1,0,1,0,1,1,0,11
2015,1,Avai,1,0,1,0,1,1,0,12
2015,1,Goias,1,0,1,0,0,0,0,13
2015,1,Vasco,1,0,1,0,0,0,0,14
2015,1,Flamengo,0,0,0,1,1,2,-1,15
2015,1,Coritiba,0,0,0,1,1,2,-1,16
2015,1,Cruzeiro,0,0,0,1,0,1,-1,17
2015,1,Joinville,0,0,0,1,0,1,-1,18
2015,1,Figueirense,0,0,0,1,1,4,-3,19
2015,1,Internacional,0,0,0,1,0,3,-3,20
2015,2,Corinthians,6,2,0,0,2,0,2,1
2015,2,Atletico-MG,4,1,1,0,6,3,3,2
2015,2,Sport,4,1,1,0,6,3,3,3
2015,2,Goias,4,1,1,0,2,0,2,4
2015,2,Ponte Preta,4,1,1,0,4,3,1,5
2015,2,Santos,4,1,1,0,2,1,1,6
2015,2,Athletico-PR,3,1,0,1,3,2,1,7
2015,2,Coritiba,3,1,0,1,3,2,1,8
2015,2,Sao Paulo,3,1,0,1,2,2,0,9
2015,2,Chapecoense,3,1,0,1,2,2,0,10
2015,2,Fluminense,3,1,0,1,2,4,-2,11
2015,2,Internacional,3,1,0,1,1,3,-2,12
2015,2,Palmeiras,2,0,2,0,2,2,0,13
2015,2,Vasco,2,0,2,0,0,0,0,14
2015,2,Flamengo,1,0,1,1,3,4,-1,15
2015,2,Avai,1,0,1,1,1,2,-1,16
2015,2,Joinville,1,0,1,1,0,1,-1,17
2015,2,Gremio,1,0,1,1,3,5,-2,18
2015,2,Figueirense,1,0,1,1,1,4,-3,19
2015,2,Cruzeiro,0,0,0,2,0,2,-2,20
2015,3,Sport,7,2,1,0,7,3,4,1
2015,3,Goias,7,2,1,0,3,0,3,2
2015,3,Corinthians,7,2,1,0,2,0,2,3
2015,3,Sao Paulo,6,2,0,1,5,2,3,4
2015,3,Athletico-PR,6,2,0,1,4,2,2,5
2015,3,Chapecoense,6,2,0,1,3,2,1,6
2015,3,Ponte Preta,5,1,2,0,5,4,1,7
2015,3,Atletico-MG,4,1,1,1,6,4,2,8
2015,3,Avai,4,1,1,1,3,3,0,9
2015,3,Santos,4,1,1,1,2,2,0,10
2015,3,Gremio,4,1,1,1,4,5,-1,11
2015,3,Internacional,4,1,1,1,2,4,-2,12
2015,3,Fluminense,4,1,1,1,2,4,-2,13
2015,3,Coritiba,3,1,0,2,3,3,0,14
2015,3,Vasco,3,0,3,0,1,1,0,15
2015,3,Palmeiras,2,0,2,1,2,3,-1,16
2015,3,Flamengo,1,0,1,2,4,6,-2,17
2015,3,Cruzeiro,1,0,1,2,1,3,-2,18
2015,3,Figueirense,1,0,1,2,1,5,-4,19
2015,3,Joinville,1,0,1,2,0,4,-4,20
2015,4,Athletico-PR,9,3,0,1,6,3,3,1
2015,4,Sport,8,2,2,0,9,5,4,2
2015,4,Ponte Preta,8,2,2,0,8,5,3,3
2015,4,Goias,8,2,2,0,4,1,3,4
2015,4,Atletico-MG,7,2,1,1,9,4,5,5
2015,4,Sao Paulo,7,2,1,1,5,2,3,6
2015,4,Avai,7,2,1,1,5,4,1,7
2015,4,Corinthians,7,2,1,1,2,2,0,8
2015,4,Fluminense,7,2,1,1,5,6,-1,9
2015,4,Chapecoense,6,2,0,2,4,5,-1,10
2015,4,Palmeiras,5,1,2,1,4,3,1,11
2015,4,Santos,5,1,2,1,4,4,0,12
2015,4,Gremio,5,1,2,1,5,6,-1,13
2015,4,Internacional,5,1,2,1,2,4,-2,14
2015,4,Figueirense,4,1,1,2,3,6,-3,15
2015,4,Coritiba,3,1,0,3,4,5,-1,16
2015,4,Vasco,3,0,3,1,1,4,-3,17
2015,4,Flamengo,1,0,1,3,6,9,-3,18
2015,4,Cruzeiro,1,0,1,3,2,5,-3,19
2015,4,Joinville,1,0,1,3,1,6,-5,20
2015,5,Athletico-PR,12,4,0,1,7,3,4,1
2015,5,Ponte Preta,11,3,2,0,11,5,6,2
2015,5,Sport,11,3,2,0,10,5,5,3
2015,5,Atletico-MG,10,3,1,1,13,5,8,4
2015,5,Sao Paulo,10,3,1,1,8,4,4,5
2015,5,Fluminense,10,3,1,1,7,6,1,6
2015,5,Chapecoense,9,3,0,2,6,5,1,7
2015,5,Goias,8,2,2,1,4,2,2,8
2015,5,Gremio,8,2,2,1,8,7,1,9
2015,5,Avai,7,2,1,2,6,8,-2,10
2015,5,Corinthians,7,2,1,2,3,5,-2,11
2015,5,Palmeiras,6,1,3,1,5,4,1,12
2015,5,Internacional,6,1,3,1,3,5,-2,13
2015,5,Santos,5,1,2,2,6,7,-1,14
2015,5,Cruzeiro,4,1,1,3,3,5,-2,15
2015,5,Figueirense,4,1,1,3,3,7,-4,16
2015,5,Coritiba,3,1,0,4,4,7,-3,17
2015,5,Vasco,3,0,3,2,1,7,-6,18
2015,5,Flamengo,1,0,1,4,6,10,-4,19
2015,5,Joinville,1,0,1,4,1,8,-7,20
2015,6,Athletico-PR,15,5,0,1,9,3,6,1
2015,6,Sao Paulo,13,4,1,1,10,4,6,2
2015,6,Ponte Preta,12,3,3,0,13,7,6,3
2015,6,Sport,12,3,3,0,10,5,5,4
2015,6,Fluminense,11,3,2,1,7,6,1,5
2015,6,Atletico-MG,10,3,1,2,14,8,6,6
2015,6,Avai,10,3,1,2,7,8,-1,7
2015,6,Corinthians,10,3,1,2,4,5,-1,8
2015,6,Chapecoense,9,3,0,3,6,6,0,9
2015,6,Internacional,9,2,3,1,5,5,0,10
2015,6,Goias,8,2,2,2,4,3,1,11
2015,6,Gremio,8,2,2,2,8,9,-1,12
2015,6,Cruzeiro,7,2,1,3,6,6,0,13
2015,6,Figueirense,7,2,1,3,5,8,-3,14
2015,6,Palmeiras,6,1,3,2,6,6,0,15
2015,6,Santos,6,1,3,2,8,9,-1,16
2015,6,Flamengo,4,1,1,4,7,10,-3,17
2015,6,Coritiba,3,1,0,5,4,9,-5,18
2015,6,Vasco,3,0,3,3,1,9,-8,19
2015,6,Joinville,1,0,1,5,1,9,-8,20
2015,7,Sao Paulo,16,5,1,1,11,4,7,1
2015,7,Athletico-PR,15,5,0,2,10,5,5,2
2015,7,Sport,15,4,3,0,12,6,6,3
2015,7,Corinthians,13,4,1,2,6,6,0,4
2015,7,Ponte Preta,13,3,4,0,13,7,6,5
2015,7,Atletico-MG,11,3,2,2,16,10,6,6
2015,7,Gremio,11,3,2,2,10,10,0,7
2015,7,Fluminense,11,3,2,2,8,8,0,8
2015,7,Avai,11,3,2,2,8,9,-1,9
2015,7,Cruzeiro,10,3,1,3,9,7,2,10
2015,7,Chapecoense,9,3,0,4,6,7,-1,11
2015,7,Palmeiras,9,2,3,2,8,7,1,12
2015,7,Goias,9,2,3,2,4,3,1,13
2015,7,Internacional,9,2,3,2,6,7,-1,14
2015,7,Figueirense,8,2,2,3,6,9,-3,15
2015,7,Flamengo,7,2,1,4,8,10,-2,16
2015,7,Santos,7,1,4,2,10,11,-1,17
2015,7,Coritiba,3,1,0,6,4,10,-6,18
2015,7,Vasco,3,0,3,4,2,12,-10,19
2015,7,Joinville,1,0,1,6,2,11,-9,20
2015,8,Sport,18,5,3,0,14,7,7,1
2015,8,Sao Paulo,17,5,2,1,12,5,7,2
2015,8,Athletico-PR,16,5,1,2,12,7,5,3
2015,8,Atletico-MG,14,4,2,2,18,10,8,4
2015,8,Fluminense,14,4,2,2,10,8,2,5
2015,8,Gremio,14,4,2,2,11,10,1,6
2015,8,Corinthians,13,4,1,3,6,7,-1,7
2015,8,Ponte Preta,13,3,4,1,13,9,4,8
2015,8,Chapecoense,12,4,0,4,7,7,0,9
2015,8,Avai,12,3,3,2,9,10,-1,10
2015,8,Cruzeiro,10,3,1,4,9,8,1,11
2015,8,Santos,10,2,4,2,11,11,0,12
2015,8,Internacional,10,2,4,2,6,7,-1,13
2015,8,Palmeiras,9,2,3,3,8,8,0,14
2015,8,Goias,9,2,3,3,5,5,0,15
2015,8,Figueirense,9,2,3,3,6,9,-3,16
2015,8,Flamengo,7,2,1,5,8,12,-4,17
2015,8,Coritiba,4,1,1,6,6,12,-6,18
2015,8,Joinville,4,1,1,6,4,12,-8,19
2015,8,Vasco,3,0,3,5,3,14,-11,20
2015,9,Sport,19,5,4,0,15,8,7,1
2015,9,Atletico-MG,17,5,2,2,19,10,9,2
2015,9,Fluminense,17,5,2,2,12,9,3,3
2015,9,Sao Paulo,17,5,2,2,12,9,3,4
2015,9,Gremio,17,5,2,2,13,11,2,5
2015,9,Athletico-PR,16,5,1,3,13,9,4,6
2015,9,Corinthians,16,5,1,3,8,8,0,7
2015,9,Ponte Preta,16,4,4,1,15,10,5,8
2015,9,Chapecoense,13,4,1,4,8,8,0,9
2015,9,Internacional,13,3,4,2,7,7,0,10
2015,9,Palmeiras,12,3,3,3,12,8,4,11
2015,9,Avai,12,3,3,3,10,12,-2,12
2015,9,Cruzeiro,10,3,1,5,9,9,0,13
2015,9,Santos,10,2,4,3,11,12,-1,14
2015,9,Goias,9,2,3,4,6,7,-1,15
2015,9,Figueirense,9,2,3,4,7,11,-4,16
2015,9,Flamengo,7,2,1,6,8,13,-5,17
2015,9,Coritiba,7,2,1,6,7,12,-5,18
2015,9,Vasco,6,1,3,5,4,14,-10,19
2015,9,Joinville,4,1,1,7,4,13,-9,20
2015,10,Sport,22,6,4,0,18,8,10,1
2015,10,Atletico-MG,20,6,2,2,21,10,11,2
2015,10,Fluminense,20,6,2,2,14,10,4,3
2015,10,Gremio,20,6,2,2,14,11,3,4
2015,10,Athletico-PR,19,6,1,3,15,10,5,5
2015,10,Corinthians,19,6,1,3,10,8,2,6
2015,10,Sao Paulo,17,5,2,3,13,11,2,7
2015,10,Ponte Preta,16,4,4,2,15,12,3,8
2015,10,Palmeiras,15,4,3,3,14,8,6,9
2015,10,Chapecoense,13,4,1,5,8,10,-2,10
2015,10,Internacional,13,3,4,3,7,10,-3,11
2015,10,Figueirense,12,3,3,4,10,12,-2,12
2015,10,Avai,12,3,3,4,10,13,-3,13
2015,10,Cruzeiro,10,3,1,6,9,10,-1,14
2015,10,Flamengo,10,3,1,6,9,13,-4,15
2015,10,Santos,10,2,4,4,12,14,-2,16
2015,10,Goias,9,2,3,5,7,10,-3,17
2015,10,Vasco,9,2,3,5,5,14,-9,18
2015,10,Coritiba,7,2,1,7,7,14,-7,19
2015,10,Joinville,4,1,1,8,4,14,-10,20
2015,11,Atletico-MG,23,7,2,2,24,11,13,1
2015,11,Gremio,23,7,2,2,17,12,5,2
2015,11,Sport,23,6,5,0,20,10,10,3
2015,11,Fluminense,21,6,3,2,14,10,4,4
2015,11,Corinthians,20,6,2,3,10,8,2,5
2015,11,Athletico-PR,19,6,1,4,15,12,3,6
2015,11,Palmeiras,18,5,3,3,16,8,8,7
2015,11,Sao Paulo,18,5,3,3,13,11,2,8
2015,11,Chapecoense,16,5,1,5,9,10,-1,9
2015,11,Ponte Preta,16,4,4,3,15,14,1,10
2015,11,Figueirense,15,4,3,4,12,13,-1,11
2015,11,Cruzeiro,13,4,1,6,11,10,1,12
2015,11,Avai,13,3,4,4,12,15,-3,13
2015,11,Internacional,13,3,4,4,8,13,-5,14
2015,11,Flamengo,10,3,1,7,10,15,-5,15
2015,11,Goias,10,2,4,5,7,10,-3,16
2015,11,Santos,10,2,4,5,13,17,-4,17
2015,11,Vasco,9,2,3,6,5,15,-10,18
2015,11,Coritiba,8,2,2,7,7,14,-7,19
